Page Number,Summary
30,"The main focus of today's workshop is to define a model called 'wks5_1a' for the Kuzushiji MNIST dataset. This model will be created using the Sequential function and will include layers such as Conv2D, MaxPooling2D, Dropout, and Dense. The model will have a total of 32 layers and will use a seed of 29 for random number generation. The input shape for the model is set to (28, 28, 1) and the activation function used is 'relu'. The main task for the workshop is to create this model and understand its structure."
31,"The FAQ section on page 31 of '5_5.pdf' provides answers to common questions about designing a convolutional neural network (CNN). It addresses questions such as where to place dropout layers, the ideal size for max pooling, and the optimal number of channels or neurons for each layer. It also discusses how to enable GPU on colab and how to add padding and change the stride value in a CNN. These topics will be further explained in the following slides."
32,"The document discusses the creation of a model for the Kuzushiji MNIST dataset. The model is defined as 'wks5_1a' and is created using the Sequential function. It includes layers of Conv2D and MaxPooling2D with different parameters such as input shape, activation function, and dropout. The document also mentions the use of padding in the Conv2D layers and the impact of changing the padding type."
33,"The document discusses creating a model for the Kuzushiji MNIST dataset, which is used for recognizing handwritten Japanese characters. The model is defined using the seed value of 29 and named 'wks5_1a'. It uses a Conv2D layer with a filter size of 20 and an input shape of 28x28x1, followed by a MaxPooling2D layer with a pool size of 2x2 and a stride of 2x2. This is followed by another Conv2D layer with a filter size of 40 and a stride of 2x2, and another MaxPooling2D layer. A dropout rate of 0.2 is used, and the output is flattened before passing"
34,"The document discusses creating a model for the Kuzushiji MNIST dataset using a specific seed and model name. The model is defined using the Sequential function and includes layers for convolution, max pooling, dropout, and dense layers. The model is compiled with a loss function, optimizer, and metrics."
35,"The document discusses creating a model for training and a separate model for final evaluation. The model is defined as 'model' and is used for training, while 'modelGo' is used for evaluation. The model is created using the function createModel(), and a summary of its layers and parameters can be viewed using the function model.summary(). The model includes convolutional and max pooling layers, as well as a dropout layer and dense layers. The total number of parameters is 103,898, all of which are trainable."
36,"and training data

The document discusses how to define a model for the Kuzushiji MNIST dataset. One key step is to create checkpoints to save the model during training and save the training data into a csv file. This is done using the ModelCheckpoint and CSVLogger functions. These checkpoints and the csv file will help track the progress of the model and allow for easy retrieval of data during training. It is important to specify the location and method of saving the model and data before starting the training process."
37,"The Kuzushiji MNIST 39 dataset was used to train a model with 60 epochs and a batch size of 128. The training data had 60,000 samples and the validation data had 10,000 samples. The model achieved an accuracy of 85.39% on the training data and 86.89% on the validation data in the first epoch. The accuracy continued to improve in subsequent epochs, with the model achieving an accuracy of 97.94% on the training data and 94.06% on the validation data in the fifth epoch."
38,"The document discusses the use of a new object to load weights and check the best accuracy in the Kuzushiji MNIST dataset. After training, a final evaluation is necessary with a fresh model, as it is the only way to accurately test the model with the trained weights. The model must be fresh to avoid any potential issues with previous training."
39,The document discusses testing the Kuzushiji MNIST model and calculating its accuracy and confusion matrix. The model is tested using the predict function and the results are compared to the test labels using the argmax function. The document also includes a list of label names for the different characters. The accuracy score and confusion matrix are then calculated using the metrics module. These steps are important for evaluating the performance of the model and identifying any potential issues.
40,"The document discusses testing the model for the Kuzushiji MNIST dataset. The accuracy of the model is calculated to be 96.56%, which is the best accuracy on the testing dataset. The confusion matrix and classification report are also printed, showing precision, recall, and f1-score for each label. The report also includes the average and total scores."
41,"The content on page 41 of the document '5_5.pdf' discusses the process of testing a model for Kuzushiji MNIST. The first step is to import the necessary libraries and read the model's results from a CSV file. The next step is to plot the results, with one subplot showing the loss value and the other showing the accuracy. The loss value is measured on a scale of 0 to 0.30 and the accuracy is measured on a scale of 0.93 to 0.99. The resulting plot can help evaluate the performance of the model."
42,"The document discusses the process of improving a model's performance by trying different variations. The first step is to use the original model as a base and then add a CNN and MaxPooling layer. Next, two Dropout layers are added, and an additional dense layer with RELU activation is included. The number of neurons for this layer is left to the user's discretion. Finally, a custom model is created that must have an accuracy higher than the original model's accuracy and have less than 125,000 parameters. This custom model is to be submitted for those seeking a greater challenge."
43,"The document discusses a project that involves trying different variations in a machine learning model and observing their performances. The first step is to enable the GPU in COLAB, followed by adding padding for all CNN layers and adding 3x additional CNN layers with predetermined channels and sizes. Next, 3x additional dense layers with RELU activation are added with a self-determined number of neurons. Steps 7 and 8 are then repeated without any additional Dropout layers, and again with additional Dropout layers of 20%. It is up to the user to decide how many Dropout layers are needed and where to place them."
