Page Number,Summary
72,The NUS-ISS-CUI-Speech-Part2-2025-02.pdf document discusses the importance of scalability and deployment for the NUS iSe-¢ infrastructure. The system must be able to handle the expected number of users and have the capability to scale if needed. Integration with other systems and databases is also crucial for the success of the SDS. These factors are essential for accelerating digital excellence at the National University of Singapore.
73,"The document discusses the importance of multimodality and fallback strategies in developing a successful conversational user interface (CUI). Multimodality refers to the integration of different modes of interaction, such as touch or visual displays, in addition to voice. This can enhance the user experience and provide more options for communication. Fallback strategies are also crucial, as they provide a plan for when the system is unable to understand or process a user's request. This may involve redirecting to a human operator or asking the user to rephrase their request. These considerations are essential for accelerating digital excellence in CUI development."
74,"The third part of the document discusses the dialog flow for the NUS-ISS CUI, which is a conversational user interface that allows users to interact with a computer system using natural language. The dialog flow includes the different stages of a conversation, such as greeting, understanding user input, providing responses, and handling errors. It also covers the use of context and memory to maintain the conversation and improve the user experience. The document emphasizes the importance of designing a smooth and intuitive dialog flow to ensure a successful CUI. It also provides tips for testing and refining the dialog flow, such as using real user data and incorporating user feedback."
75,"Dialogflow is a Google Cloud product that allows users to build conversational user interfaces using natural language understanding. The platform supports both text and speech input and output. Google Cloud offers a variety of products, including NLP, computer vision, machine learning, and big data."
76,"(ADE)

The key points from page 76 of the document 'NUS-ISS-CUI-Speech-Part2-2025-02.pdf' are about the Dialogflow concepts. The agent is a module that handles the conversation with the end user. Intent detection is used to categorize the end-user's intentions for each conversation turn. Entity recognition, also known as slot filling, identifies and extracts specific data from the end-user's expressions, such as dates, times, colors, and email addresses. These concepts are important for creating effective conversational user interfaces."
77,"Dialogflow is a platform that supports both speech input and output, with the option to use text or speech for both. It also has API support and offers two ways for speech input: passing the full recording to the speech engine or streaming the recording little by little. The process involves the end-user interacting with the system through a client app, which then sends the input to Dialogflow. Dialogflow then detects the intent and sends a response, potentially accessing a database for actions."
78,"In Part 4 of the document, the focus is on working with Dialogflow, a conversational AI platform. The key points include the importance of natural language processing in chatbots, the benefits of using Dialogflow, and the steps to integrate it into a chatbot. It also discusses the various features of Dialogflow, such as its ability to handle multiple languages and its integration with other platforms like Google Assistant. The document also highlights the potential of using Dialogflow for customer service, sales, and marketing purposes."
79,"The National University of Singapore is working on a project to create a dialog demo that will allow users to book a meeting room. The necessary information for the booking includes the date, time, duration, location, and room name (A, B, C). The demo will use pre-defined dialogues from a file and will incorporate APIs for speech recognition and synthesis. This project is part of the university's efforts to accelerate digital excellence."
80,"The document discusses the use of Dialogflow, a conversational AI platform, with the Speech API from NUS. To create an agent on Dialogflow, a Google account is needed and the user must go to the Dialogflow console. The agent can be named and set to a specific language and timezone. A project will be automatically created and the Project ID should be recorded. An existing project, such as RoomReservation.zip, can also be imported."
81,The document discusses the process of creating an intent using NUS | iSe- ¢ Create Intent. This feature allows users to create an intent from scratch rather than importing one. The document provides a link to a guide on how to use this feature on the Google Cloud Platform. Copyright National University of Singapore Accelerating Digital Excellence.
82,"The document discusses the process of creating a service account key for using Google's Dialogflow with Speech API. This involves selecting the project, creating a service account, specifying a name and role, and generating a JSON file for the key. This key is essential for integrating Dialogflow with Speech API and is a key step in accelerating digital excellence."
83,"The document discusses the use of Dialogflow with the Speech API from NUS. To use this API, users must install the Dialogflow package on their computer using the command ""pip install dialogflow"". There are also sample codes available for using speech input from a file, speech output to a file, and speech input by streaming. These samples can be found on the Google Cloud website. The document is copyrighted by the National University of Singapore and focuses on accelerating digital excellence."
84,"The document discusses resources for accelerating digital excellence, including Dialogflow, a Google Cloud-based platform for building conversational interfaces; Google Dialogflow Place, which allows chatbots to make phone calls or integrate with an interactive voice response system; and Voximplant, which can convert a Dialogflow chatbot into a voicebot using third-party text-to-speech technology. The document also mentions the Alexa Skills Kit, a tool for creating voice-enabled applications for Amazon's Alexa virtual assistant. Links to tutorials and videos are provided for further exploration of these resources."
85,"The fifth part of the document discusses the potential impact of ChatGPT and OpenAI API on the future of conversational AI. ChatGPT is a natural language processing (NLP) model developed by OpenAI that can generate human-like text responses in a conversational setting. It has the potential to revolutionize customer service and chatbot interactions by providing more personalized and natural responses. The OpenAI API allows developers to access and use the ChatGPT model for various applications, making it easier to integrate conversational AI into different platforms. However, there are concerns about the ethical implications of such advanced AI technology, and it is important for developers to consider responsible and ethical use of these tools. Overall, ChatGPT and OpenAI API have"
86,"The ChatGPT FKANUS, launched by OpenAI on November 30, 2022, is a multi-round conversation tool that can perform various text generation tasks. It is known for generating high-quality answers and its API was released on March 1, 2023. This tool is part of the National University of Singapore's efforts to accelerate digital excellence."
