Answer	We no longer provide links to Rdio.
Question	How do I get iTunes links added to a page on AllMusic? 
Answer	Our links to iTunes are automatically generated. We don't have a method of updating these links manually one-by-one at this time.
Question	How do I get a music video added to AllMusic? 
Answer	AllMusic does not have a method of allowing artists upload videos to the site.
Question	Whom do I contact about being interviewed on AllMusic? 
Answer	For interviews
Question	Whom do I contact about doing an album premiere on AllMusic? 
Answer	Want to premiere a video
Question	What are the differences between HDtracks and other digital-music services?
Answer	HDtracks offers music lovers the highest-quality downloads available anywhere on the web. Many digital music stores only offer heavily compressed MP3 files. When you purchase an HDtracks file
Question	What are AIFF
Answer	AIFF is a studio-quality digital-audio format. It is an uncompressed studio-quality file that is compatible with several players
Question	Will I really hear the difference between the various formats?
Answer	You should hear a substantial difference when listening to the music on a home stereo. The music will sound cleaner
Question	Do I need special equipment to play HDtracks files?
Answer	No
Question	What do I need to play 88/24
Answer	Please keep in mind that you will need a media player that is compatible with both the FLAC format and 88/24 or 96/24 resolution files. We suggest a media player such as MediaMonkey (PC)
Question	I live in a country outside of the United States. Are there territory restrictions?
Answer	Due to agreements with our member labels
Question	What are you doing with my e-mail address?
Answer	Nothing. Your e-mail address is stored in our database and only used to contact you to confirm the purchases you have made at HDtracks.
Question	Which payment methods does HDtracks accept?
Answer	HDtracks accepts Visa
Question	Why do you charge more for certain tracks?
Answer	A
Question	Why do HDtracks files take longer to download than files from other digital music stores?
Answer	AIFF is CD quality that is the same file size as a normal CD. It is about 10 times larger than a standard 128 kbps MP3 file.FLAC is a CD quality lossless compression file that is about 6 times as large as a normal 128kbps MP3 file.
Question	What is DRM and why should I care that HDtracks offers DRM-free music?
Answer	DRM stands for Digital Rights Management. It is a system that restricts people from using their music in a variety of ways and is generally frowned upon by music fans. DRM locks you into a certain hardware brand for the life of the music file. By cutting DRM out of the equation
Question	What is the user agreement?
Answer	The user agreement helps to protect the rights of HDtracks
Question	I forgot my password
Answer	Please email HDtracks customer support at contact@HDtracks.com
Question	There was an error in payment when trying to check out
Answer	The name and billing address that you have entered in your My Account page must match the address that is on file with your credit card company. If you get this error message
Question	I lost my Internet connection before the Download Manager launched but I still got a receipt. Now what?
Answer	"Your order has been processed and is now in the system. Go to your account page and then click on the red Resume Download link in your order history to automatically launch the Download Manager and resume your download. A message will also appear at the top of the page that says ""You have an order that is not completely downloaded. Click here to go to your account page to download your tracks."" the next time you logon if you still have not completed download of your order."
Question	How do I update my account information?
Answer	If any of your personal information has changed
Question	How do I add HDtracks.com to my list of safe sites?
Answer	"Hotmail users will have to add ""hdtracks.com"" to their safe list of domains in order to ensure you receive email from us. In order to do this"
Question	How do I install the download manager?
Answer	Compatibility
Question	Why do I need the Download Manager?
Answer	The HDtracks Download Manager is the best way to download and sort your hi-res music library. The free application downloads and stores all your hi-res music in one
Question	How do I launch the Download Manager?
Answer	You will need to install this program and run it on your computer in order to download your first purchase. It will then launch automatically on each subsequent purchase. Alternatively
Question	Where do my files go once the download is complete?
Answer	By default
Question	I clicked “Launch Download Manager” and all I get is a blank page with the URL “hdtracks
Answer	If you get this page
Question	My username and password seem to be correct
Answer	First make sure that you are logging in under the correct username
Question	Why isn't my Download Manager working?
Answer	If your Download Manager does not automatically launch and start downloading your order
Question	One of my songs “failed” in the Download Manager. How do I get that track?
Answer	Just close the download manager and re-launch it. Any failed files will download successfully. If not
Question	I accidentally selected the wrong file format. Can I change it?
Answer	If you selected the wrong format
Question	How do I get the audio files from the Downloader into my media player?
Answer	You will not be able to access your audio files directly from the HDtracks Downloader. Your files will be located in the “HDtracks” folder within your computer’s “Music” folder. From there
Question	Will the Download Manager work on my smartphone?
Answer	Unfortunately the HDtracks download manager is not available as a mobile app. You need to install the download manager on your computer and then you can transfer the files to your device.
Question	I want my music to be downloaded to a different location.
Answer	Open the download manager and click “settings.” In the settings window
Question	I lost my music! Can I re-download it?
Answer	Unfortunately HDtracks' policy does not allow for multiple downloads of the same order after 90 days. This is why we ask that our customers back up their files. Contact HDtracks customer support for details.
Question	How do I download an album in different sample rates?
Answer	To download an album in different sample rates (resolutions) you must place two separate orders and download one at a time. This can be a bit tricky because the Download Manager cannot overwrite existing files with the same name. Please contact HDtracks support for assistance.
Question	Can I download music files to another computer besides my own? And how do I do this?
Answer	Yes
Question	How do I import the album into iTunes
Answer	On iTunes
Question	Why won't my music play in iTunes/Windows Media Player?
Answer	Please refer to this chart to match your media player with the recommended formats. If you need to change formats
Question	Can I play HDtracks on my iPod or other personal media player?
Answer	Most iPods (except the iPod Shuffle) will play HDtracks AIFF files. Please check to see if your portable player will play AIFF
Question	How can I play my HDtracks through my home system?
Answer	You can connect your computer directly to your home stereo just like you would a CD player. There are also several devices on the market
Question	How do I import my tracks into iTunes or Media Monkey?
Answer	"From the iTunes ""File"" menu select"
Question	How can I set up an HD music environment?
Answer	HD files are the same thing as purchasing a CD but without the disc. You can burn your file to a CD-R or use a home music server ( there are some on our cool links page). The better your Hi-FI system the better your HD files will sound. A good Hi-FI system will translate into a good HD music file system.
Question	What are DSD files?
Answer	DSD (Direct Steam Digital) is a 1 bit over-sampled pulse density modulation format used to record music
Question	What computer music player do I need to play back DSD?
Answer	There are several music playback software and hardware options available such as Foobar 2000
Question	What DACs support DSD?
Answer	There are many consumer offerings from Mytek
Question	Does iTunes support DSD files?
Answer	No. As of this writing
Question	 Is this a copyright-free database?
Answer	 No
Question	 Can I use the RWC Music Database simply for listening or as background music (in stores
Answer	 The database may not be used for such purposes. It can only be used for research.
Question	 Can I make the contents of the database available on the Internet?
Answer	 This is generally not permitted; as is stated in the Pledge
Question	 May I modify the pieces/data recorded in the database?
Answer	 Pieces/data may be freely modified for research purposes
Question	 May I play a piece from the database when demonstrating research results at an academic conference or exhibition? Can I use modified or processed pieces for such demonstrations?
Answer	 In either case
Question	 May I demonstrate our research results including music excerpts from the database on the Internet or on conference/workshop CDs or DVD-ROMs? (New)
Answer	 When users who have submitted the Pledge and received authorization demonstrate their own research results with the help of those excerpts
Question	 It is impractical to list the names of all potential users of a single database set acquired for joint use by multiple users at my research organization; what should I do?
Answer	 The person in charge of the research organization (which could be a project
Question	 When only one user will actually be using the database
Answer	 As a general rule
Question	 Is it possible to place a bulk order if I wish to acquire several types of databases at the same time?
Answer	 Yes. Please mark the check boxes by the names of all the databases you wish to use.
Question	 Is it possible for a single person or a single organization to obtain multiple sets of the same database?
Answer	 Yes. However
Question	 As a university professor
Answer	 The user's supervisor (you) or the user should e-mail a Notification of Changes to User Contact Information form to rwc-mdb-order-ml [at] aist.go.jp to update the name of the user. The new user name might be that of the supervisor (your name) or of another student.
Question	 We would like to discontinue use of the database because the research project for which it was being used has concluded (or the organization conducting the research project is closing); what should we do?
Answer	 When discontinuing use of the database
Question	 While there are some high quality pieces
Answer	 The primary purpose of the database is not to provide pieces of high musical quality. Instead
Question	 I am not satisfied with the quality and/or with certain selections; is it possible to have improvements made?
Answer	 The media being distributed constitute a pre-packaged database offered as is; there are no plans to make future improvements. However
Question	 We have a variety of requirements regarding database contents
Answer	 We certainly encourage such activities. We hope very much that our series of databases will serve as a starting point from which databases for music information processing will be compiled worldwide
Question	How does Artist's Pick work?
Answer	Whether it’s a track After you update your image using Spotify for ArtistsThe songs that appear under Popular on your Spotify artist profile are automatically updated every 24 hours and ranked based on their number of all-time streams and their number of recent streams. Your popular tracks can’t be manually updated.QuestionYou can manage all your artist profiles’ images with Spotify for ArtistsIf your music ends up on a different artist profileYou can! With Spotify for Artists
Question	How do I invite team members to Spotify for Artists?
Answer	If you have Admin access to a profile in Spotify for ArtistsSpotify for Artists provides artists and their managers with audience stats and tools for managing their profile on Spotify. If you’re an artist or managerLog in to Spotify for Artists. Open the side menu by clicking the three dots in the top-left. Click your name located at the bottom of the side menu. Click User Settings. Edit business email information as desired. Click Save. Note
Question	How do I edit my or another team member’s company and role?
Answer	You can pick any playlist available on Spotify to feature on your artist profile. If you want to create your own playlistWhen you remove your profile image altogetherYour artist radio station is based on your related artists. If you don’t have any artists listed under Related Artists on your profile
Question	How do I get music on Spotify?
Answer	Music on Spotify is delivered by either a distributor or a record label working with a distributor. They handle all the licensing and distribution
Question	What type of royalties does Spotify pay?
Answer	If your music ends up on a different artist profile If your label handles music distribution We distribute the net revenue from Premium subscription fees and ads to rightsholders. To calculate net revenue
Question	How does Spotify know who to recommend my concerts to?
Answer	Before your first release goes live on Spotify At the moment you can't reach out directly to your fansGo to your artist profile. Click (…) to the right of the FOLLOW button. Click Share You can make changes or updates to your song submission right up to release day. Bear in mind Tracks from your new release are always included in your followers’ Release Radar playlists. You can specify which song they get by submitting it for playlist consideration
Question	Why can't I edit a music submission made by my label?
Answer	Licensors and labels who submit a song for playlist consideration are also able to make it label-only. A label-only submission means you and your management team are able to view which song was submitted and by who Search results in Spotify are based on a mix of current and all-time popularity—but vary from user to user based on personal listening preferences. The more streams and followers you have
Question	What is SoundBetter?
Answer	SoundBetter is the leading services marketplace connecting service seekers and service providers in the music production industry — now part of the Spotify for Artists family. As a musician
Question	How much does Spotify cost on PlayStation Music?
Answer	Spotify is available for free. You can upgrade to Spotify Premium to enjoy your music add-free
Question	Is Facebook login available?
Answer	Users who log in to Spotify using their Facebook credentials will need to use the Spotify app on Android or iPhone/iPad
Question	Is offline playback available?
Answer	Yes
Question	How do I unlink my Spotify account and my account on PlayStation Network?
Answer	Once your subscription has expired
Question	Whatƒ??s special about Spotify being available on PlayStation Music?
Answer	You can stream music with Spotify on your PS4 system. You can even listen to Spotify in the background while playing supported games for PS4 (not available while using Remote Play). Spotify Connect acts as a remote that allow you to control playback on your PS4 console from a separate mobile phone or tablet without pausing your game. (Spotify Free and Premium users can use Spotify Connect to control PlayStation 4 using Android devices 2.4.0 and later and iOS devices 2.7.0 and later).
Question	I have Spotify Free but Iƒ??m interested in Spotify Premium. How do I upgrade to Spotify Premium?
Answer	You can upgrade to Spotify Premium directly from the Spotify app on your PS4 console or Xperiaƒ?› device. You can also upgrade from a web or mobile browser after linking your account on PlayStation Network to your Spotify account https
Question	How do I manage my Spotify subscription?
Answer	If you purchased Spotify Premium from Spotify directly
Question	I already have a Spotify account. How will it work for me?
Answer	Open the Spotify app in PlayStation Music and link your Spotify account to your account on PlayStation Network.
Question	Which devices support Spotify available on PlayStation Music?
Answer	Spotify is available on PlayStation Music on your PS4 system
Question	Where is Spotify available on PlayStation Music?
Answer	Spotify is now available on PlayStation Music in Andorra
Question	Is background playback available?
Answer	Yes
Question	How do I link my account on PlayStation Network to my Spotify account?
Answer	To link your account on PlayStation Network with your Spotify account
Question	Are Spotify Free accounts included?
Answer	Yes
Question	When listening to Spotify on my PS4 system
Answer	Yes
Question	How do I get a Spotify account?
Answer	You can create a Spotify account on your PS4 console
Question	Itƒ??s great that Spotify is now available on PlayStation Music. How do I get it?
Answer	On a PS4 console
Question	Uh oh. I think my account link was disconnected. What should I do?
Answer	On your PS4 console
Question	What Spotify features are available on PlayStation Music?
Answer	With Spotify now available on PlayStation Music
Question	How much is it to sign-up and register as an Artist?
Answer	Sign-up and registration is free. There are also no subscription fees.
Question	"What is the ""Platform Usage Fee""?"
Answer	The Platform Usage Fee is what allows FLIG to address your needs. It covers credit card transaction fees
Question	Do I have to keep all my communication with a planner within the FLIG platform?
Answer	Yes you do
Question	Can I link my bank account with FLIG to get paid via direct deposit?
Answer	FLIG uses credit/debit card processing right now
Question	How do I get paid?
Answer	All Artists are paid 24 hours post performance. One of the benefits of working with FLIG is that we charge Planners 100% in advance of the event and hold the funds in escrow to guarantee your payment.
Question	If someone asks me to book another gig at a FLIG event
Answer	If they are not already a FLIG Planner
Question	Is all my information stored safely and securely with FLIG?
Answer	Absolutely! Our servers and data center are SOC Type II Audit compliant and meet SEC.gov security standards. FLIG also utilizes ssl standard technology encryption and account recovery conventions. In other words
Question	Do I have to report FLIG earnings when I do my taxes?
Answer	Yes you do. But FLIG makes it super easy. In your account
Question	What is the benefit of booking gigs with FLIG instead of on my own?
Answer	As a FLIG Member
Question	How will Artists who are not selected
Answer	Artists who are not selected for an event will be notified via email that the performance opportunity is ƒ??no longer availableƒ?.
Question	Is Music In Africa a commercial enterprise?
Answer	No. Music In Africa is a non-profit organisation.
Question	I canƒ??t sync my Soundcloud or Deezer account.
Answer	If this happens check that the URL you are adding is correct. Also check that your Soundcloud account is set up to allow your music to be embedded on third-party websites. You have to log into your Soundcloud account to do this.
Question	How do I know that my registration has been accepted?
Answer	Delegates whose registrations have been accepted will be notified via e-mail.
Question	What should I include in my profile?
Answer	All the important information about your work such as stage or business name
Question	How can I book for an exhibition space?
Answer	Exhibition stands are available (2019 fee to be confirmed). You can also take advantage of our unique interactive exhibition option
Question	When should I register?
Answer	As soon as registration opens. Registration for 2019 opens on 1 May 2019
Question	Does Music In Africa sell music or offer downloads?
Answer	No. Music In Africa does not sell music or offer any music downloading services ƒ?? we do not deal with music files. However
Question	How long does it take Music In Africa to moderate my account?
Answer	We strive to publish profiles within 24 hours after their creation. If your profile is not published within this period
